chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051835.1	13106261	13156978	50717	convergent	LOC119867042	LOC111093424	True	False	False	False	False	True	False	True	False	False	False		False		False	False	False	0.9352708860397677	0.7176666666666667	0.9245796051025391	0.7573333333333333	0.0495828718074128	0.0	1.7355840607455668	0.41717157233212593	31619	156369	982062	19315	0.4784	0.0287	0.8891	0.6077	0.258	0.4524	46.9
NC_051835.1	18249632	18323889	74257	convergent	LOC100685420	LOC100685577	False	False	False	False	False	False	False	False	False	False	False	42.86	False	2.96612	False	False	False	0.9101803519103336	0.6793333333333333	0.9108152082681656	0.7446666666666667	0.04909359295431681	0.0	4.217264144572713	0.6316075636920083	263240	2846082	2982980	59407	0.49	0.0287	0.8758	0.6051	0.8808	0.5761	90.9
NC_051835.1	23436373	23508916	72543	convergent	LOC111093569	LOC119867012	True	False	False	False	False	False	False	False	False	False	False	26.44	False	5.49128	True	False	False	0.9175699662362277	0.689	0.9101791227897009	0.7443333333333333	0.04802379103289982	1.0	2.879589610748823	0.4242314555273111	422644	2339779	702325	124149	0.5176	0.0193	0.8814	0.6076	0.9584	0.5969	97.6
NC_051835.1	33017236	33069006	51770	convergent	LOC102152343	LOC111093484	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.083130803776604	0.898	1.0730123178402584	0.8603333333333333	0.05512155398892448	4.0	7.229914694023416	1.1128142193475008	6879	2736844	89446	7688	0.3592	0.0143	0.8673	0.5934	0.1247	0.3918	13.4
NC_051835.1	33785714	33837005	51291	convergent	LOC119867070	LOC111093482	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0276390717571304	0.8523333333333334	1.0317547268867493	0.8413333333333334	0.052341590238655776	0.0	7.588491296019463	1.1003174781163725	0	3505082	369636	12097	0.4146	0.0287	0.8665	0.5937	0.0901	0.3987	18.0
NC_051835.1	36406001	36461046	55045	convergent	SLC37A1	LOC119867027	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.2064982534815658	0.953	1.19541663377285	0.8916666666666667	0.062463055094411614	10.0	32.249755920201856	4.993014376704384	8523	6127246	232475	5355	0.2493	0.0099	0.83	0.5317	0.1362	0.3514	2.0
NC_051836.1	3698661	3752870	54209	convergent	LOC111093630	GK2	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8820905024560821	0.654	0.849449749159813	0.7083333333333334	0.04772430710137674	0.0	3.7344231064417186	0.7234666304190994	174235	28928985	382996	18910	0.5243	0.0287	0.8777	0.6031	0.7647	0.5597	86.6
NC_051836.1	11276866	11345764	68898	convergent	MEPE	LOC111093643	True	False	True	False	False	False	True	True	False	True	False		False		True	False	False	1.0008571425885693	0.8193333333333334	0.9622384206056595	0.7906666666666666	0.05335051023250835	47.0	3.6790320101458485	0.4150846809268368	113685	21343435	95065	22413	0.3941	0.0012	0.8779	0.6077	0.61	0.4982	66.6
NC_051836.1	27013911	27071204	57293	convergent	NPNT	TBCK	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0280848864119019	0.8526666666666667	1.048129119435946	0.8506666666666667	0.05265214981834708	9.0	7.1681831614460245	0.7075272783184798	142557	5612193	683450	1845	0.4088	0.0105	0.8675	0.6034	0.6939	0.5168	73.3
NC_051837.1	574972	634483	59511	convergent	LOC111093784	LOC111093791	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	0.9342380170297107	0.7153333333333334	0.8900801236073177	0.7303333333333333	0.04925872088334983	1.0	11.793499428766802	1.2525304923210856	4727	18147617	205352	8592	0.4862	0.0193	0.8584	0.5904	0.1131	0.4135	26.0
NC_051837.1	7790832	7842018	51186	convergent	LOC111093705	IMPG2	False	False	False	False	False	False	False	False	False	False	False	31.33	False	4.81276	False	False	False	0.9876276593515174	0.805	0.978161152299245	0.8086666666666666	0.051666060395273015	10.0	5.913841769856345	0.7417709762918023	33575	10935919	340841	84740	0.4304	0.0099	0.8706	0.6026	0.2682	0.4363	40.6
NC_051837.1	8568536	8621477	52941	convergent	LOC119867284	LOC111093752	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0188498733126579	0.8396666666666667	1.0413469024459523	0.8483333333333334	0.05278867045879562	11.0	5.666803230513878	0.6264043044703226	29994	10157338	432187	29224	0.4057	0.0094	0.8713	0.6052	0.2478	0.4279	36.7
NC_051837.1	11353405	11418044	64639	convergent	ALCAM	CBLB	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	0.973988850033604	0.79	0.954086865099271	0.7843333333333333	0.0501627768758655	4.0	10.410510147653456	0.833139076794749	14276	7366620	32320	12513	0.4645	0.0143	0.8608	0.6003	0.1696	0.4219	33.4
NC_051837.1	20017414	20079909	62495	convergent	GAP43	LSAMP	True	False	False	True	False	False	True	False	False	True	False		False		True	False	False	1.0554943596321344	0.8753333333333333	1.1077264072259265	0.8743333333333333	0.05547602265690932	20.0	6.150176808518486	0.8716568585236874	51339	1296297	31248	149473	0.3524	0.0059	0.87	0.5993	0.3572	0.437	41.4
NC_051837.1	31269207	31329671	60464	convergent	LOC106558167	FAM43A	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2222961685250988	0.9573333333333334	1.061595892079671	0.8566666666666667	0.06299941850185546	33.0	42.67340567348737	6.234784753616513	561	1384109	45354	15122	0.2432	0.003	0.8131	0.5059	0.0901	0.3311	0.7
NC_051838.1	7080793	7147581	66788	convergent	NSUN2	UBE2QL1	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.1597699650901183	0.9373333333333334	1.0858044116179149	0.8636666666666667	0.05891202316567192	1.0	25.90906269271417	3.6568187880995398	0	5122751	33394	27945	0.2954	0.0193	0.8362	0.5556	0.0901	0.3593	3.0
NC_051838.1	10054548	10126362	71814	convergent	LOC111093922	LOC119867475	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0879572815436087	0.9003333333333333	1.0508121298273405	0.852	0.056068204324713405	1.0	13.20995040723287	2.804483851355649	334545	2146483	644181	2860	0.3411	0.0193	0.8559	0.568	0.927	0.5423	80.0
NC_051838.1	19004008	19067846	63838	convergent	LOC119867441	CRYGS	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.1450830683460254	0.9333333333333333	1.1285218401590982	0.8793333333333333	0.058669622604892044	32.0	9.412495658925435	1.1794798688066768	39073	1869525	236466	3832	0.299	0.0032	0.8627	0.5919	0.2984	0.4111	25.4
NC_051838.1	19321861	19376696	54835	convergent	ADIPOQ	LOC119867406	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.1581221522446052	0.9363333333333334	1.0457143972992897	0.8503333333333334	0.06149441508104626	40.0	6.420278727091634	0.7135373737330385	49278	1556174	27417	2453	0.2616	0.002	0.8693	0.6033	0.3476	0.4168	28.6
NC_051838.1	33370196	33420674	50478	convergent	MIR551B	LOC119867412	True	False	False	False	False	True	False	True	False	True	False		False		False	False	False	0.9352426884966808	0.7173333333333334	0.9293501180887223	0.7616666666666667	0.049255011576987896	0.0	1.9183810615155987	0.25534180216031527	220435	25252	429536	3486	0.4864	0.0287	0.8875	0.608	0.8358	0.5693	89.8
NC_051838.1	33641835	33705242	63407	convergent	LOC119867455	LOC102151967	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9238118814691715	0.6993333333333334	0.9188691251953444	0.7503333333333333	0.04920524344805574	1.0	2.34453432291915	0.40958472583135624	176462	303355	151433	43751	0.4874	0.0193	0.8845	0.6077	0.7684	0.5535	83.7
NC_051838.1	34380069	34430694	50625	convergent	LOC102152454	LOC111093889	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0303428773966345	0.854	1.0195164235154788	0.8313333333333334	0.052070857093657975	5.0	9.692544758314929	1.4632687599864524	5381	1035198	27413	2101	0.4205	0.0133	0.8622	0.5863	0.1189	0.4003	19.5
NC_051838.1	36725342	36775647	50305	convergent	FNDC3B	GHSR	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.0133696919355186	0.833	1.0276329207102457	0.838	0.052585531835412584	13.0	11.084124773229401	1.4123871696166073	50494	3380311	25152	28281	0.41	0.0084	0.8596	0.5872	0.3524	0.4436	44.7
NC_051838.1	40621835	40683716	61881	convergent	LOC111093930	TBL1XR1	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.1453149633897213	0.9333333333333333	1.1973059122562408	0.8916666666666667	0.059497379556733385	10.0	40.96423683453332	3.561482566882141	0	7282592	3609426	88955	0.2867	0.0099	0.8154	0.5571	0.0901	0.3519	2.4
NC_051839.1	1643004	1708560	65556	convergent	LOC119867596	LOC119867597	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0224663891665153	0.846	1.0374458986282347	0.8456666666666667	0.052894897383908616	1.0	13.460058520741386	1.9648546443658477	24218	inf	36497	3719	0.4032	0.0193	0.8556	0.5788	0.2223	0.4158	26.9
NC_051839.1	1805405	1856208	50803	convergent	FOXF2	LOC100684996	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0586097767597265	0.8783333333333333	1.0162041088740033	0.8296666666666667	0.0552747823058781	2.0	21.976897700034073	3.5176465464157354	94194	inf	25401	2877	0.3561	0.017	0.8438	0.5578	0.5426	0.4634	51.6
NC_051839.1	11518999	11569382	50383	convergent	LOC111093992	LOC111094013	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.1007653894223732	0.9096666666666666	1.2667861914634704	0.901	0.05716795329285767	59.0	2.5699024167689295	0.29876381610005326	205810	inf	405431	37062	0.323	0.0004	0.8831	0.6079	0.8158	0.526	75.3
NC_051839.1	18052245	18123443	71198	convergent	LOC111093969	LOC102156827	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	0.9566638897030936	0.7616666666666667	0.9855727201342582	0.8126666666666666	0.04994877389788062	1.0	4.1543720377259	0.7126248423114638	612156	inf	376258	294	0.4697	0.0193	0.8761	0.6033	0.9845	0.5906	95.4
NC_051839.1	18480986	18533175	52189	convergent	LOC111094025	LOC111094007	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9967697146061198	0.8156666666666667	0.9780196670850119	0.8086666666666666	0.0520602970018348	1.0	6.742451878074914	1.1573053557821436	192920	inf	39986	13892	0.4208	0.0193	0.8685	0.5924	0.7959	0.5394	79.4
NC_051840.1	1166863	1219794	52931	convergent	GALNT13	LOC106558288	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9669774583784566	0.782	0.9744149592081706	0.805	0.051021536507264355	1.0	4.718496421951347	0.824612130412676	68328	364259	794834	8308	0.4454	0.0193	0.8742	0.6006	0.4353	0.475	55.7
NC_051840.1	7616013	7676372	60359	convergent	LOC111094266	GCG	True	True	False	False	False	False	True	True	False	True	False		False		True	False	False	1.002167246838182	0.8206666666666667	1.045573966185252	0.8503333333333334	0.05243146579261855	3.0	4.741846433065467	0.682230947061838	28808	6088582	39214	9035	0.4128	0.0155	0.8741	0.604	0.2427	0.4298	37.7
NC_051840.1	8466112	8532234	66122	convergent	LOC100688550	LOC119867785	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8783046015197167	0.653	0.938304754849275	0.7696666666666667	0.04634292507558527	1.0	3.1606483962521614	0.652218113984221	50827	6941563	892195	12455	0.557	0.0193	0.8801	0.6047	0.3525	0.4827	59.4
NC_051840.1	14845639	14901149	55510	convergent	UBR3	LOC111094278	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	0.9980490777325446	0.8173333333333334	0.9871335074981055	0.8133333333333334	0.051739406462568416	1.0	9.442430545516755	0.9640357369641589	0	5226450	270853	24761	0.4282	0.0193	0.8626	0.597	0.0901	0.3995	18.4
NC_051840.1	16124607	16177018	52411	convergent	CYBRD1	LOC111094279	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0137630009333816	0.833	1.0362720006306965	0.8446666666666667	0.053058153609976476	21.0	3.5892962710197067	0.4891439746341987	24188	3949032	73536	24456	0.4001	0.0057	0.8782	0.6072	0.2223	0.4227	34.3
NC_051840.1	16788107	16853124	65017	convergent	LOC111094247	LOC119867830	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.0587241390014959	0.8786666666666667	1.0373168110847473	0.8456666666666667	0.05479696130798218	6.0	9.715761058337982	1.0325929347288643	104385	3279229	224112	23081	0.3649	0.0125	0.8622	0.5953	0.579	0.4828	59.9
NC_051840.1	24054229	24128740	74511	convergent	LOC119867869	LOC111094258	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9762948161864019	0.7916666666666666	0.9954945162494978	0.8186666666666667	0.05082062834841323	1.0	4.949503372549851	0.7337041913297034	258516	2831477	924436	3333	0.4499	0.0193	0.8735	0.6028	0.8762	0.5643	88.7
NC_051840.1	24296513	24361259	64746	convergent	LOC111094259	LOC119867786	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0059583819144864	0.8253333333333334	0.9584050199349722	0.7886666666666666	0.05282455548578244	22.0	7.113263429692238	0.9237017848171217	21114	3068879	687034	3497	0.4051	0.0054	0.8676	0.598	0.2064	0.4165	27.8
NC_051840.1	26520111	26586822	66711	convergent	LOC111094249	LOC102155713	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9557696042770366	0.7606666666666667	0.9565733214497566	0.7863333333333333	0.05074870695183352	0.0	8.214283069516515	1.1449116832821336	71534	5293459	1533264	49701	0.4515	0.0287	0.8652	0.5927	0.4487	0.4774	56.6
NC_051841.1	2245776	2303016	57240	convergent	LOC119867916	TMEFF2	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.053026627561248	0.8733333333333333	1.0664312746842703	0.858	0.053789704382044716	2.0	25.5710159940016	3.3725032535196586	604	22795627	28620	43258	0.3855	0.017	0.8367	0.56	0.0901	0.3779	8.2
NC_051841.1	7533022	7602083	69061	convergent	LOC100686361	LOC100686866	True	False	False	False	False	False	False	False	False	False	False	33.99	False	5.647460000000001	True	False	False	1.0213377952085458	0.845	1.0018375087499616	0.8223333333333334	0.05284769673987712	5.0	7.827809575081374	1.167714452420523	57448	17502471	516682	61328	0.4044	0.0133	0.866	0.5922	0.3855	0.4523	46.6
NC_051841.1	12473128	12532864	59736	convergent	CD28	LOC100856338	True	False	False	False	False	False	True	False	False	True	False		False		False	False	False	1.0105384925019394	0.83	0.9940812305688858	0.8176666666666667	0.05338205336712204	31.0	2.5824142630982165	0.31647006135845157	297004	12567027	81281	51413	0.3933	0.0034	0.883	0.6079	0.9059	0.5587	86.1
NC_051841.1	27629161	27690392	61231	convergent	LOC119867980	EPHA4	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9966354695596259	0.8156666666666667	0.9802706726868946	0.8103333333333333	0.051159714616872715	1.0	7.322751846659637	1.2624450841764798	490224	1909501	711674	31298	0.4424	0.0193	0.8671	0.5901	0.9723	0.5782	92.0
NC_051841.1	28495545	28545686	50141	convergent	LOC106558331	LOC119867969	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0565734991709619	0.876	1.0385714873870213	0.846	0.055409980626376115	3.0	11.62289617960467	1.7252863268896992	45615	1824982	50974	14937	0.3537	0.0155	0.8587	0.5821	0.328	0.4276	36.2
NC_051841.1	29390284	29459285	69001	convergent	LOC111094442	SCG2	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9509465121597721	0.7536666666666667	0.9575986471732456	0.7876666666666666	0.04968057600800712	1.0	4.386140672515533	0.5398541911086916	74784	920813	682986	23421	0.4757	0.0193	0.8752	0.6066	0.462	0.4878	61.8
NC_051841.1	29837431	29901354	63923	convergent	LOC111094360	LOC119867910	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0146440158037944	0.8333333333333334	1.058604787572225	0.8546666666666667	0.05137824943913248	16.0	7.646577701571582	1.2871520480094687	230608	476205	1127594	8749	0.4377	0.0073	0.8664	0.5897	0.8477	0.5498	82.9
NC_051842.1	3541738	3613722	71984	convergent	LOC111094553	LOC111094552	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8612030686657014	0.6466666666666666	0.9294041314601899	0.7616666666666667	0.04512869756655834	1.0	2.0246338812503106	0.29782739531927843	27730	1654274	807693	8259	0.5876	0.0193	0.8867	0.6079	0.2376	0.4678	53.1
NC_051842.1	6148634	6217613	68979	convergent	LOC119868013	RGS2	True	False	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0094897111028795	0.8293333333333334	0.9643859540700912	0.7933333333333333	0.05363138416098115	45.0	3.1551903599647995	0.4971874218216006	41877	4259667	206527	3338	0.3887	0.0014	0.8801	0.6071	0.3083	0.4371	41.6
NC_051842.1	8585823	8643867	58044	convergent	BRINP3	LOC119868094	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	0.9285427910226274	0.707	0.9382790170788765	0.7696666666666667	0.04919833044229896	0.0	2.576082755211544	0.4999917665127515	14845	6315788	2220848	127371	0.4875	0.0287	0.8831	0.6071	0.1696	0.4352	40.1
NC_051842.1	16412131	16486695	74564	convergent	LOC111094583	LOC111094562	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0604692140061776	0.88	1.0444848983963329	0.8496666666666667	0.05515319929428841	33.0	5.6548010880880275	0.7650216187748154	100587	1185280	1085168	8248	0.3587	0.003	0.8713	0.6021	0.5652	0.4801	58.4
NC_051842.1	19592201	19658874	66673	convergent	LOC111094531	NUF2	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.0002748763056029	0.8183333333333334	0.9462939944148063	0.7773333333333333	0.052124098366756744	1.0	9.953830154754757	1.3621306025051578	537	1990822	33337	28573	0.4196	0.0193	0.8617	0.5882	0.0901	0.3958	15.2
NC_051842.1	22834825	22886249	51424	convergent	OR10J2	ACKR1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.104624372293249	0.912	1.0344548717975617	0.843	0.05699843915721822	1.0	31.630843221336626	4.80490399775551	14463	5225822	339361	326	0.3259	0.0193	0.8305	0.5352	0.1696	0.3761	7.8
NC_051843.1	6868917	6934242	65325	convergent	CLCN4	LOC119868598	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0638473661658503	0.884	1.037258326248328	0.8456666666666667	0.05606097183645433	17.0	23.084193671266046	3.19335835800958	26579	32754261	3129056	41896	0.3413	0.0069	0.8426	0.5627	0.2325	0.3972	16.5
NC_051843.1	8354252	8409529	55277	convergent	LOC106558419	LOC119868687	True	False	False	False	True	False	False	True	False	False	False		False		False	False	False	0.6586445328692295	0.571	0.7776663803597291	0.676	0.03515789906462437	0.0	1.3951620661765691	0.289070650550383	31890	31273950	1648745	38224	0.8096	0.0287	0.8927	0.6079	0.258	0.5194	74.4
NC_051843.1	10578732	10643009	64277	convergent	LOC480844	FANCB	True	False	False	False	False	False	False	False	False	False	False	34.92	False	5.37718	True	False	False	0.9496972383049418	0.752	0.9644845425287883	0.7936666666666666	0.05041427130128702	0.0	8.041501773247179	1.445039561228029	185870	29044970	528129	73040	0.4588	0.0287	0.8656	0.5866	0.7844	0.5448	81.1
NC_051843.1	15197385	15269910	72525	convergent	LOC119868379	LOC119868161	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9624001308113738	0.7723333333333333	0.9111472647349039	0.7446666666666667	0.051007873665583785	0.0	5.467926578897297	0.7227915714290403	41353	24422193	1008919	28321	0.4457	0.0287	0.8719	0.6031	0.3082	0.4515	46.2
NC_051843.1	26196588	26269373	72785	convergent	TRNAE-CUC-22	LOC119868188	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	0.9952198373021458	0.815	0.9835267125209173	0.812	0.0513873405168531	5.0	7.734438147491389	1.2198605088490655	0	13422860	86849	0	0.4376	0.0133	0.8662	0.591	0.0901	0.3997	18.9
NC_051843.1	32334636	32387595	52959	convergent	LOC612281	LOC111094893	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9451975077511661	0.7386666666666667	0.9116974252104759	0.7446666666666667	0.05044934926231511	1.0	3.2032219455090165	0.46261668088862945	0	7294725	2308525	1090	0.4581	0.0193	0.8799	0.6074	0.0901	0.411	25.2
NC_051843.1	34617972	34669640	51668	convergent	LOC119868190	BCOR	True	False	False	True	True	False	True	False	False	True	False		False		False	True	False	0.7918706116733304	0.6226666666666667	0.30263473775188127	0.35833333333333334	0.041511455609768065	28.0	10.637132697796535	2.9280465115265817	293806	5012034	25834	55596	0.678	0.004	0.8604	0.5664	0.9032	0.6024	97.8
NC_051843.1	35941631	35992808	51177	convergent	LOC111094865	CASK	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	1.0080275310319549	0.827	1.0130590680122376	0.8283333333333334	0.053231355635954505	24.0	10.635150203440912	1.4024993906792096	257781	3688621	126889	19777	0.396	0.0049	0.8604	0.5874	0.8753	0.5448	81.1
NC_051843.1	50115742	50188659	72917	convergent	LOC119868203	WAS	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	0.6506624829120584	0.5673333333333334	0.8644773414810499	0.715	0.035203827459548594	1.0	3.2824379749668293	0.36115947296315004	47800	515365	378852	3158	0.8085	0.0193	0.8796	0.6078	0.3378	0.5306	75.9
NC_051843.1	51534278	51599514	65236	convergent	LOC100686592	LOC491922	True	False	False	False	False	True	True	True	False	True	False		False		False	False	False	0.8427561662784644	0.6396666666666667	0.8867237449804941	0.7286666666666667	0.04478039136762322	0.0	6.415811910224731	1.0106969540799224	116896	235549	64235	27025	0.596	0.0287	0.8694	0.5958	0.6195	0.5419	79.8
NC_051843.1	56733328	56786162	52834	convergent	TAF1	LOC100688354	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.9939496891305819	0.813	0.9239657564441365	0.7566666666666667	0.051873784442289156	1.0	6.468575230846843	1.080551015084533	190255	1297688	30677	4260	0.4251	0.0193	0.8692	0.5941	0.7927	0.5401	79.6
NC_051843.1	59813343	59874197	60854	convergent	UPRT	ZDHHC15	True	False	False	False	False	False	False	False	False	False	True	65.2	False	1.28456	False	False	False	0.874727358144806	0.6523333333333333	0.8655169644435246	0.716	0.04757783445902297	0.0	3.1225160175392452	0.5355365106788478	206230	785369	1167700	106185	0.5276	0.0287	0.8803	0.6067	0.8172	0.5721	90.0
NC_051843.1	69851587	69907041	55454	convergent	PABPC5	LOC111094733	True	False	False	False	False	False	False	False	False	False	True	58.91	False	1.59948	False	False	False	0.8614288203578497	0.6466666666666666	0.8502118482589721	0.7086666666666667	0.04674980393233858	0.0	5.803819599196101	0.9021937067636312	54314	1848307	3439600	71652	0.5477	0.0287	0.8709	0.5986	0.3713	0.4835	60.1
NC_051843.1	74667098	74718660	51562	convergent	LOC119868578	LOC119868214	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8375355696679087	0.638	0.8606328320582708	0.7116666666666667	0.04463085166397786	1.0	3.1014192060125483	0.5036771819065129	57121	1774303	1996432	671	0.5998	0.0193	0.8804	0.607	0.3855	0.4984	67.0
NC_051843.1	77845859	77904191	58332	convergent	BHLHB9	LOC119868603	True	False	False	False	False	True	False	True	False	True	False		False		False	False	False	0.9079446335564112	0.6756666666666666	0.8582542489369709	0.7106666666666667	0.04787114844735713	0.0	4.764550777071043	0.832715396879155	375025	59876	325983	2642	0.5213	0.0287	0.874	0.6004	0.9442	0.5937	96.5
NC_051843.1	79168554	79226339	57785	convergent	FAM199X	ESX1	False	False	False	False	False	False	False	False	False	False	False	43.45	False	3.70414	False	False	False	0.926920686597858	0.7036666666666667	0.9568197411457698	0.7866666666666666	0.04864948160714499	20.0	5.602246153082985	0.8299664304501188	47446	1382297	893307	56310	0.5012	0.0059	0.8715	0.6004	0.3378	0.4634	51.6
NC_051843.1	82817447	82882230	64783	convergent	PRPS1	TSC22D3	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.4700801465184872	0.99	1.802432558131218	0.939	0.07868158372638628	67.0	6.568696057306849	1.4215672526577716	99838	2070815	423761	32133	0.1202	0.0001	0.869	0.5871	0.5616	0.4276	36.2
NC_051843.1	90957857	91025361	67504	convergent	LOC119868706	LOC111094871	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9258234929047631	0.7013333333333334	0.9350004210154215	0.7666666666666667	0.04939705097736308	1.0	3.837303456676065	0.6354155267854152	191609	1720629	2667534	40827	0.4824	0.0193	0.8773	0.605	0.7943	0.5557	84.8
NC_051843.1	97127995	97179954	51959	convergent	XIAP	LOC119868511	True	False	False	False	False	False	True	True	False	True	False		False		False	False	False	0.7932898583115412	0.6226666666666667	0.761581011168162	0.6686666666666666	0.041585638453993816	0.0	6.245860340620819	1.1628878893395185	196026	1184266	26561	581	0.6758	0.0287	0.8698	0.5923	0.8023	0.5938	97.0
NC_051843.1	99485997	99542726	56729	convergent	LOC492115	LOC609540	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8838793179645172	0.6553333333333333	0.879902655172348	0.7233333333333334	0.04809988176496177	0.0	1.8427869607048069	0.37892440759948853	135639	1176099	2197273	2086	0.5159	0.0287	0.8881	0.6078	0.6759	0.5433	80.5
NC_051843.1	104147730	104215864	68134	convergent	LOC119868710	IGSF1	False	False	False	False	False	False	False	False	False	False	False	32.96	False	5.8894	False	False	False	0.9619583052651811	0.7713333333333333	0.9502239482879639	0.781	0.05036307872683088	1.0	2.164745790679008	0.49992706409424165	206797	2573615	1585209	63646	0.46	0.0193	0.8857	0.6071	0.8172	0.5578	85.7
NC_051843.1	105250253	105306545	56292	convergent	LOC119868568	LOC111094836	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9389374455126778	0.727	0.9637247644662857	0.793	0.048861417466651805	2.0	3.8152665918644812	0.5639158792406331	3399	1477013	894256	19259	0.4956	0.017	0.8774	0.6063	0.1074	0.4207	32.5
NC_051843.1	105886803	105957615	70812	convergent	LOC111094882	GPC4	True	False	False	False	False	False	True	False	False	False	False		False		False	False	False	1.0146244453224282	0.8333333333333334	0.9890197240749996	0.8143333333333334	0.05105795596614131	1.0	6.123069367556628	0.9792371182495545	77791	833203	250446	70703	0.4445	0.0193	0.8701	0.5966	0.4747	0.4811	58.6
NC_051843.1	116212579	116266672	54093	convergent	LOC100686375	LOC100856426	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.929002713400178	0.709	0.9430889794031778	0.775	0.04909152721907883	1.0	3.208189490447765	0.4680622160400249	35375	484047	3891650	11813	0.49	0.0193	0.8799	0.6074	0.2784	0.455	47.9
NC_051843.1	122201824	122251894	50070	convergent	LOC100686136	LOC492221	True	False	False	False	False	True	False	True	False	False	False		False		False	False	False	0.9284999203470844	0.707	0.9055268280227979	0.7406666666666667	0.049110039270842384	1.0	5.706005913309377	1.1083591050718764	201859	79580	845055	10867	0.4897	0.0193	0.8712	0.5935	0.8101	0.5567	85.2
NC_051843.1	122735338	122788464	53126	convergent	LOC612447	LOC119868662	True	False	False	False	False	True	False	True	False	False	False		False		False	False	False	0.9227061701658047	0.6983333333333334	0.9244758547782898	0.7573333333333333	0.04933916562079761	1.0	3.3395527269221277	0.5860971220445882	38099	134285	1380097	6074	0.4842	0.0193	0.8793	0.6059	0.2935	0.4564	48.6
